ID;Titre;Prix;Nb. D'etudiant(e)s;Nb. d'evaluations;Evaluation;Niveaux d'experience2;Duree;Date et l'heure de publication 
1209694;Become A Forex Trader - Forex trading like a professional;0;1735;31;8;Junior;30;2017-05-28 10:35
389834;Stock Trading: Ultimate Guide to swing trading stocks;200;336;6;8.2;Tous;180;2016-10-25 12:11
401784;Options Trading Introduction: Day Trade Stock Options;95;12394;218;7.2;Junior;150;2015-02-20 16:39
312860;IAS 16-Property,Plant and Equipment ;0;2166;38;7.7;Tous;150;2014-10-06 05:11
614472;The Advanced Forex Course for Smart Traders;0;8236;144;6.5;Junior;150;2015-10-09 12:46
838260;Forex trading Basic to advance Professional Level course;20;750;13;7.9;Tous;450;2016-05-05 15:34
575676;Fundamentals of Investing!;20;3125;54;7.3;Tous;540;2015-08-09 14:34
830870;Forex Trading For Beginners: Technical Trading;0;1685;29;7.2;Tous;330;2016-04-28 18:42
471588;Learn how to INVEST for huge profits or make it big trading!;50;701;12;8.7;Tous;1110;2015-06-19 18:49
414744;Learn How to File Taxes for Uber and Lyft Drivers;40;294;5;7;Tous;990;2015-02-12 01:17
403468;Financial Accounting: The Complete Introductory Crash Course;100;2591;44;6.8;Tous;180;2015-01-26 15:09
1167710;The Only Investment Strategy You Need For Your Retirement;200;827;14;7.2;Tous;240;2017-04-18 14:13
771276;Introduction to Financial Statement Analysis;20;1480;25;7.2;Junior;120;2016-03-21 13:00
475032;Collection of Advanced Options concepts for Options traders;40;2025;34;6.8;Tous;180;2015-04-13 19:02
596026;Trade for Profit: Find-Trade Stocks Successfully Arabic;95;299;5;8.9;Tous;270;2015-11-11 19:51
285638;Learn to Trade for Profit:Trading with Japanese Candlesticks;60;16385;273;7.7;Junior;300;2014-09-01 23:53
915964;Learn to Reliably Invest In The Stock Market;50;841;14;8.7;Intermediaire;120;2016-07-29 11:06
323196;Master Finance in Three Hours;20;721;12;7.3;Tous;1230;2014-10-28 16:48
494330;Bookkeeping Made Easy;70;1263;21;7.7;Tous;90;2015-07-13 20:00
797762;Corporate Finance 101: Financial Statement Analysis & Ratios;50;967;16;6.3;Junior;90;2016-03-20 17:39
476256;Stock Options Trades Using Interactive Brokers;95;1580;26;7.6;Junior;90;2015-09-07 16:21
411778;Basics of investing in Mutual Funds;20;1589;26;6.3;Junior;300;2015-03-02 20:22
191588;IAS 10 - Events After Reporting Date;0;2146;35;6.5;Tous;390;2014-05-07 08:48
245822;Day Trading Market Structure Signals;0;5529;90;5;Tous;240;2014-06-18 12:42
761808;Learn About Trading Options from a real wallstreet trader;20;1046;17;6.7;Tous;120;2016-02-21 17:40
280842;Take Your Career to the Next Level with MBA Finance;50;618;10;6.8;Tous;60;2015-10-29 19:18
410576;CFA® Level 1 2014 – Portfolio Management;40;124;2;6.3;Junior;90;2015-03-01 20:46
478598;Forex Prep Academy for Beginners-Real trades!;75;1303;21;6.6;Intermediaire;420;2015-06-19 11:22
719698;Basic Technical Analysis: Learn the structure of the market;20;4919;79;7.8;Tous;120;2016-01-08 12:21
207166;How to Copy the Best Traders on Etoro;90;564;9;7.4;Junior;90;2014-05-01 16:37
354324;Accounting 2 Simplified for You;45;1446;23;7.6;Tous;120;2014-12-09 03:31
73938;CFA Level I Workshop 2: Financial Reporting & Analysis I ;20;126;2;5.8;Tous;540;2013-08-12 09:26
1095116;Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours);200;1085;17;6.5;Junior;960;2017-02-03 11:44
73068;Introduction to the CFA Program;0;4248;66;8.3;Tous;420;2013-08-12 07:10
884658;Investing in Stocks? Master The Art of Covered Calls Selling;80;1095;17;7.4;Tous;60;2016-07-27 20:32
109988;Understand Banks & Financial Markets ;30;1548;24;6.1;Tous;180;2013-12-19 16:19
319020;Investing: How I Consistently Beat The Stock Market;200;2000;31;6.7;Junior;120;2014-12-11 15:35
876646;Direction-Independ Trading - Elite Forex Traders  Strategy;120;973;15;6.6;Junior;90;2016-06-21 18:46
637430;Learn the basics of preparing accounting statements;20;1951;30;5.2;Tous;660;2015-10-13 17:07
658764;Forex Management - Detailed Study for CA / CS / CFA Exams;50;131;2;7.5;Tous;210;2015-11-03 13:54
218416;Trading Binary Options for Fun and Profit;20;1574;24;6.1;Junior;36;2015-02-20 19:36
594936;Algorithmic futures trading - Investing with no experience;195;1512;23;7.3;Tous;90;2015-09-14 14:24
936328;Learn to Trade Forex and Stocks: From Beginner to Advanced;200;1645;25;6.5;Junior;150;2016-09-07 16:33
1175694;Get a Credit Repair Publication On Amazon and Live LIFE..;20;727;11;6.9;Junior;60;2017-04-26 14:17
443502;Essential Finance For Managers;25;663;10;6.1;Tous;330;2015-04-16 16:10
474928;Intermediate Options trading concepts for Stocks and Options;40;2000;30;6.4;Tous;150;2015-04-13 16:28
828740;Hedge Fund Accounting and Valuation;20;668;10;7.8;Tous;150;2016-04-28 12:39
434774;Options Trading Stocks: Proven Toolbox For Financial Success;195;7884;118;7.6;Tous;150;2015-05-19 19:25
192870;Trading Penny Stocks: A Guide for All Levels In 2017;150;9221;138;7;Junior;1320;2014-05-02 11:13
202290;Stock Market Mastery;20;135;2;6.2;Junior;180;2014-06-08 10:46
591880;1 - Concepts of Statistics For Beginners Step by Step;200;273;4;6.5;Tous;720;2015-08-30 18:48
835212;The Fundamentals Of Finance For Non-Finance Professionals;40;206;3;7;Tous;600;2016-05-18 12:02
965306;Forex: What's a Trend and When it is Strong and Reliable;0;2955;43;7.7;Tous;60;2016-10-05 11:39
49798;Bitcoin or How I Learned to Stop Worrying and Love Crypto;0;65576;936;7.5;Junior;150;2013-04-19 22:25
529424;How to Become a Financial Analyst from Scratch!;40;2177;31;7.7;Junior;60;2015-07-07 14:59
1062092;Emini ES Futures - Advanced Non Directional Options Trading;200;1057;15;5.6;Intermediaire;60;2017-01-11 15:48
253810;IAS 8-Accounting Policies ,Changes in Accounting Estimates;0;2122;30;6.7;Tous;420;2014-10-03 08:29
73962;CFA Level I Workshop 3: Financial Reporting & Analysis II;20;71;1;6.1;Intermediaire;33;2013-08-12 09:31
74028;CFA Level I Workshop 6: Alternatives, PM and Economics ;20;71;1;7.7;Tous;33;2013-08-12 10:20
199822;IAS 12 - Accounting for Income Taxes (Basics);0;4269;60;4.1;Junior;210;2014-05-17 09:19
707644;An Intro into Trading the Financial Markets;100;1006;14;6.8;Junior;120;2016-09-02 23:46
799434;Economics:   Competition, Elasticity, a little Game Theory;50;1008;14;6.1;Tous;180;2016-04-12 11:12
910650;Forex Trading: Comprehensive & Concise Forex Trading Course;160;2379;33;6.6;Intermediaire;90;2016-08-05 20:52
724062;Financial Statements Basics;20;1374;19;6.4;Junior;180;2016-01-14 13:58
546656;How to Trade Commodity and Financial Futures for a Living!;200;1240;17;7.1;Junior;210;2016-01-15 18:53
796450;How to Create Your Personal Budget;20;3870;53;6.8;Tous;420;2016-03-21 17:09
41973;Silver, Gold, and Inflation;0;5597;76;7;Tous;1230;2013-02-16 11:08
43778;Buying, Selling, and Storing Precious Metal;20;74;1;8.9;Intermediaire;360;2013-02-26 22:38
834606;Trading News Using Binary Options;145;1186;16;8.6;Junior;120;2016-05-11 14:15
892446;Visualizing Data;40;149;2;8;Junior;90;2016-07-22 09:09
528488;Introduction to Equity Markets;0;4770;64;4.3;Tous;240;2015-07-30 15:00
571506;ProTrader -  Advanced Technical Analysis;125;825;11;7.2;Tous;180;2016-08-22 19:31
507600;Stock Trading Strategies Using a D.A.R.T.;20;227;3;5.4;Junior;60;2015-05-26 13:15
46927;Basics of Business Finance;30;4855;64;6.1;Tous;210;2013-03-22 13:42
1030976;The Complete Financial Statement Analysis Course;150;912;12;5.9;Tous;840;2017-01-10 21:52
420926;CFA® Level 1 2014 – Financial Reporting and Analysis;50;152;2;7.2;Intermediaire;180;2015-02-26 03:48
46010;TechniTrader Leading Hybrid Indicator Trading;20;4117;54;6.6;Tous;210;2013-04-04 17:36
804298;Corporate Finance 101: Equity Valuation;50;1071;14;7.1;Junior;780;2016-03-29 15:40
722174;Forex Trading MAKE YOUR FIRST TRADE TODAY!;150;3523;46;7.6;Tous;150;2016-01-10 16:39
790034;Learn How to Trade Pump and Dumps. 5 Setups Well Explained.;50;769;10;7.7;Junior;210;2016-03-14 13:17
157336;10.  Bonds and Bond Pricing;20;308;4;6.2;Junior;270;2014-02-11 13:11
803028;Optimizing investment to maximise your return;0;1696;22;6.7;Intermediaire;37;2016-03-25 11:32
1147458;Complete Trading Plan Course for Stocks & Forex (10 Hours);200;1087;14;6.2;Tous;90;2017-03-23 01:54
794151;Forex Trading Course: Work Smarter Not Harder Proven Results;195;4061;52;7.5;Junior;1080;2016-03-16 11:40
610812;Portfolio Management CFA L1 2016;20;393;5;7.6;Intermediaire;270;2015-09-15 16:48
663022;Investing Internationally into Real Estate, Stocks and Bonds;200;1101;14;7.1;Tous;60;2016-01-27 13:40
482534;Ultimate Retirement: Build Your Own Dynamic Retirement Plan;50;1184;15;8.1;Tous;210;2015-07-27 20:45
501502;Learn Financial Accounting Different;20;79;1;7.5;Tous;390;2015-05-24 17:14
717278;How to be a Profitable Forex Trader;20;1029;13;6.4;Tous;60;2016-05-03 20:01
190816;IAS 18 - Revenue;0;2571;32;6.2;Intermediaire;180;2014-03-29 10:10
777932;Financial modeling: Build a DCF equity valuation model;20;1369;17;6.5;Tous;60;2016-03-06 16:33
595258;Finance for Non-Finance: Learn Quick and Easy;20;4158;51;6.5;Tous;60;2016-02-25 16:48
160322;Basics of Finance and Budgeting;20;578;7;8;Tous;780;2014-05-19 00:02
331600;Learn Bookkeeping From Scratch;20;168;2;6.6;Junior;210;2014-11-05 16:43
1131122;IPO Fundamentals;20;1122;13;5.5;Tous;480;2017-03-01 19:58
1246208;The Complete Short Course on Ethereum;200;1041;12;6.1;Tous;390;2017-06-11 15:02
836926;The Holy Grail of Auto Trading Forex Futures Stocks Revealed;50;3917;45;8.7;Tous;90;2016-05-03 14:23
577256;Accounting Department's Tips & Tricks - Beginner to Advanced;95;1222;14;5.6;Tous;1050;2015-10-07 13:25
1119920;Financial Ratios Using Excel;100;1223;14;6.5;Junior;90;2017-03-07 18:10
850294;The Everyday Investor: Building Wealth with Venture Capital;20;176;2;8.1;Junior;1980;2016-06-06 21:34
103144;Forex Elite Trading;85;623;7;7.7;Tous;420;2013-10-18 12:06
389108;Stock Market - Swing Trading Strategies for Wall Street;50;814;9;7;Junior;210;2015-01-08 23:22
1259560;Test your knowledge in Basics of Accounting;30;1000;11;7.8;Junior;120;2017-06-20 01:56
406922;How to Invest in Stocks + Billionaire Investing Tips;40;1643;18;6;Tous;90;2015-07-01 16:43
642060;Tradeonomics - Four Steps to Mastering Economic Indicators;20;1189;13;7.2;Tous;150;2016-04-01 11:56
600316;High-Frequency Trading #1: Basics, History & Strategies;50;2222;24;6.2;Intermediaire;210;2015-09-28 14:51
1135126;The Most Powerful Options Spread Trading Front Ratio Spread;200;1487;16;6.9;Tous;450;2017-03-08 16:09
949504;Straddle Options Trading - Profit in Any Market Direction;200;837;9;6.7;Intermediaire;90;2016-10-03 13:32
638980;Option Trading: How to Adjust Delta-Neutral Strangles!;145;1398;15;7.1;Intermediaire;150;2015-10-19 19:01
720814;First Steps to Trading the Forexmarkets : Technical Analysis;35;1772;19;5.9;Tous;360;2016-01-08 16:40
1070968;Ultimate Investment Banking Course;200;2147;23;5.9;Tous;180;2017-01-18 15:58
1194426;The Binary Institute - Introductory Course in Binary Options;0;1121;12;7.3;Tous;420;2017-04-27 19:49
249376;IFRIC 13-Customer Loyalty Programmes (Revenue);0;2058;22;7.1;Junior;150;2014-07-05 15:43
1217778;Mastering High Probability Iron Condor Options Trading;200;1030;11;7.4;Tous;2700;2017-06-01 01:22
1023670;Investing in stocks: Avoid stock market loss;125;1136;12;5.6;Tous;90;2016-11-29 14:05
628944;Situational Trading: Proven Option Strategy for any Scenario;200;1048;11;6.1;Tous;150;2015-11-06 14:01
866584;Advanced Accounting A Complete Study for CA / CMA / CFA / CS;150;1535;16;7;Intermediaire;60;2016-06-03 13:42
692722;Technical Analysis 101: How to Profit During Market Crashes;95;1730;18;8.2;Tous;360;2016-01-27 12:38
366514;A Value Investing Approach to the Stock Market;20;1189;12;8.6;Junior;300;2015-02-19 15:40
455120;Life Coach Business Basics: Finance and Operations;195;397;4;6.6;Junior;60;2015-08-27 19:35
576906;Technical Analysis Primer for trading Stocks, Bonds & Forex;50;397;4;7.7;Intermediaire;210;2015-11-23 14:16
164102;CFP - Introduction to Financial Planning;30;1192;12;7.3;Tous;150;2014-02-21 01:40
1005658;Trading for Beginners - Intermediate Level;150;3979;40;6.9;Junior;210;2016-11-08 20:45
1122792;The Almost Perfect Options Trading Strategy System - Unique;200;1793;18;7.7;Tous;420;2017-03-03 16:43
791436;Succeed in Lotto Even if You Don't Know Where to Start!;20;1201;12;5.1;Junior;180;2017-05-11 18:19
358326;Dividend Investing: Build Your Portfolio for a Better Future;60;8314;83;6.8;Junior;240;2015-01-24 01:31
512004;TRADING TRUTHS;50;1405;14;8;Tous;870;2015-06-12 13:34
1041926;How to Trade Forex like a Hedge Fund: Long FX Strategies;115;504;5;6.4;Junior;360;2017-03-23 12:23
925854;No Bull Investing: Investing 101 For Financial Freedom;100;1213;12;6.7;Junior;120;2017-03-13 18:53
1151092;Options Trading - Calendar Spread Course for Every Trader;200;1113;11;6.9;Junior;60;2017-04-02 17:46
221872;Working Capital Management for Entrepreneurs;20;507;5;6.5;Intermediaire;330;2014-11-19 05:36
674352;Trading Robot Forex Programs in Your Sleep in Live Examples!;200;1125;11;6.3;Tous;270;2016-01-28 18:03
1022108;Tax Accounting: Difficult Topic, Made Easy to Understand;200;1033;10;5.3;Junior;120;2017-01-11 11:17
252950;Chartered Financial Analyst (CFA) - Level 1 - FRA;30;517;5;6.4;Junior;40;2014-06-30 05:21
544556;Stock Trading: Insider Tips For Determining Market Direction;95;104;1;6.7;Junior;33;2015-07-07 19:04
114518;Improve Your Financial Literacy;0;9995;96;7.5;Intermediaire;120;2014-02-09 22:50
1046992;Forex & Financial Market Trading Tutorial- Online Strategies;0;3137;30;5.5;Junior;450;2017-04-12 12:26
466632;Stock Markets: How I Became Rich By Changing How I Trade;20;646;6;6.5;Tous;420;2015-09-13 14:57
546924;Trading Economic Indicators - Complete Trading System;50;2692;25;6.2;Junior;210;2015-09-17 14:47
1214702;Three Steps Trading - Live Trading - Real Account;190;1197;11;7.2;Junior;60;2017-05-24 19:02
1188178;Forex Trading for Beginners - Basics;50;989;9;5.4;Tous;120;2017-04-24 12:42
74016;CFA Level I Workshop 5: Corp Finance, Quants II & Derivative;20;110;1;6.9;Tous;90;2013-08-12 09:54
933394;The Complete Guide to Forex Trading;20;1329;12;6.9;Junior;60;2017-02-05 11:14
1196816;From 0 to 1: Bond Theory and Valuation;50;223;2;5.4;Intermediaire;240;2017-05-02 01:53
560218;Introduction to Financial Statements;40;112;1;7.3;Junior;390;2015-08-16 18:26
239416;Level 1 2014 CFA® Program – Derivatives;40;225;2;6.4;Junior;120;2014-09-03 03:58
627706;Awaken the Accountant in You | Master the Accounting Basics;35;1135;10;6.3;Junior;360;2015-11-24 18:55
1222836;Case Studies in Macro Economics;50;114;1;6.4;Tous;60;2017-05-25 13:00
236080;Elliott Wave -Forex Trading With The Elliott Wave Theory;90;4022;35;7.6;Tous;60;2016-12-15 10:49
1072156;Binary Beginners Mastery Strategy.;0;927;8;6.2;Tous;1200;2017-05-02 14:58
1085580;RSI, Options Trading & Technical Analysis (3 Course Bundle);200;1047;9;5.7;Tous;150;2017-01-26 17:55
292462;Learn to Raise the Funds You Need via Crowdfunding;20;3403;29;7.1;Tous;4590;2014-09-19 16:38
233900;Get Started With Penny Stocks -Step by Step Guide to Trading;200;7159;61;7.6;Tous;180;2014-06-01 23:34
674350;Mastering Futures Options for Beginners - Your Top 5 Plays!;200;1185;10;5.6;Junior;330;2016-02-02 15:35
488818;QuickBooks 2015 Training for Newbies;200;2506;21;6.6;Tous;60;2015-05-11 19:16
372234;Hands-on Financial Modeling (With 6 Excel Templates);30;4601;38;7.6;Tous;960;2015-04-02 13:51
741898;Practical Accounts & Bookkeeping Automated Overview ;20;2060;17;7.1;Tous;1560;2016-01-28 16:43
556068;Option Trading - How To Earn If You Can't Predict The Market;145;2305;19;7;Junior;60;2015-07-22 15:02
381330;Live Account - ETF Trading System - Hacking The Stock Market;150;2318;19;6.1;Tous;120;2014-12-30 22:29
471428;Crash Course on Cost of Capital and Capital Structuring;0;5007;41;6.2;Tous;180;2015-04-13 13:52
506568;Create A Business From Home Trading Stocks Today In 2017;75;10149;83;6.1;Tous;720;2015-05-26 13:25
504620;Mortgage Acceleration;20;247;2;8.3;Tous;240;2015-08-21 14:36
201942;Bitcoins - Past, Present, Future;20;373;3;7.1;Junior;120;2014-04-22 22:27
116128;CPA 101: How To Master Affiliate Marketing In No Time;100;11517;92;5.2;Junior;90;2013-11-09 16:46
579642;Professional Trading - Consistent Profits with Low Risk!;20;627;5;8.8;Tous;60;2015-10-17 01:44
1015274;How to Start Investing: Made Simple and Easy;200;1506;12;7.1;Junior;150;2016-11-24 23:52
538540;Forex Trading vs Option Trading;95;1776;14;6.7;Junior;180;2015-07-08 17:09
666910;Demystifying Your Personal Tax Return;0;3426;27;8.5;Junior;90;2015-11-25 13:02
793084;Succeed in Stocks Even if you Don't Know Where to Start;0;2554;20;7.6;Junior;270;2017-03-08 23:55
1084642;Chart Patterns Trading Demystified;200;1023;8;7.5;Tous;90;2017-02-07 22:49
941990;Work From Home Online (Part/Full) : Trade Forex 4 Beginners;45;2981;23;7.9;Junior;330;2016-10-09 15:33
196164;Studying the CFA Program exams (Mandarin language version);0;1168;9;6;Junior;210;2014-04-09 04:38
337320;Cash Flow Valuation: Develop Your Financial Literacy;105;2987;23;6.8;Intermediaire;60;2014-12-22 08:39
700140;Developing A Trading Strategy: Your Guide to Trading Success;20;1044;8;6.5;Junior;240;2015-12-17 16:50
138004;Accounting Concepts For Technocrats;20;261;2;8.3;Tous;810;2013-12-26 07:41
1142570;How I Learned Stock Trading (and How You Can Too);200;1580;12;6.7;Junior;60;2017-05-02 17:20
441112;Accounting Basics in 66 Minutes (absolutely for beginners);25;4086;31;7.3;Intermediaire;180;2015-03-08 17:13
943426;Learn How to Play CashFlow Game;35;1459;11;7.4;Tous;1950;2016-10-17 17:16
256200;How To Start Trading Penny Stocks In 10 Easy Steps 2017;50;7750;58;5.9;Tous;570;2014-07-17 04:02
1103718;Naked Put Options Trade Covered Call & Poor Man Covered Call;200;939;7;7.8;Tous;540;2017-02-10 17:40
788720;Cost of Capital and Weighted Average Cost of Capital;0;405;3;6.7;Tous;570;2016-04-11 16:44
174800;Accounting 101: Guide to Business Accounting;50;2031;15;6.9;Tous;330;2014-04-21 12:23
787508;How to Grow your Small Business and not run out of Cash;25;408;3;6.4;Junior;90;2016-04-05 14:55
738900;Trading Seasonal Price Patterns in Stocks, Futures, & Forex!;200;1094;8;7.4;Tous;540;2016-03-30 00:56
252396;How to Pick The Right Penny Stocks To Invest In 2017;150;9015;65;7.4;Junior;60;2014-07-01 16:04
716136;build a solid foundation for trading options;20;1115;8;5.2;Junior;210;2016-05-26 17:17
745110;MQL5 Tutorial Bootcamp;20;978;7;7.3;Tous;120;2016-01-28 19:11
474212;High performance Stock Trading using key Options techniques;40;2103;15;6.9;Tous;600;2015-04-12 18:28
588764;Stock Options Day Trading Mindset for Success;200;2988;21;6.2;Junior;120;2015-09-29 15:15
408894;Basics of Tax in India  (College Level);20;718;5;6.3;Junior;42;2015-01-31 08:53
267984;Accounting 101: Learn Business Finance Forecasting in 60mins;95;1730;12;6.3;Tous;1830;2014-07-24 11:20
770486;Stock Market: The Zero Risk Way of Investing;25;2046;14;7.8;Intermediaire;60;2016-03-18 11:51
822514;CAIIB Advanced Bank Management (Part I);25;2953;20;6.6;Tous;420;2016-04-15 14:43
325834;Learn to Trade for Profit: Find and Trade Winning Stocks;95;10605;71;7;Tous;60;2014-10-24 14:13
655300;Accounting for Beginners : Learn Basics in under 1 Hour;50;1971;13;8.5;Tous;420;2015-12-03 12:08
476268;Options Trading 3 : Advanced Stock Profit and Success Method;195;5172;34;7;Tous;180;2015-05-27 20:14
362530;Public Speaking: You Can Give Great Financial Presentations;20;916;6;4.5;Junior;390;2014-12-11 01:00
1243448;Forex Trading with Fixed 'Risk through Options Trading;200;611;4;7.2;Tous;990;2017-06-07 13:15
545918;Stock Market Leverage: How to Start Trading Options Wisely;95;2153;14;6.9;Junior;34;2015-07-27 14:39
1171994;A Beginner's Guide to Quantopian Futures API;20;936;6;7.2;Junior;2670;2017-04-10 20:59
294914;Debt Collection Management: Get Paid On Time EVERY TIME!;20;1255;8;7.6;Intermediaire;210;2015-01-27 02:50
631276;High-Frequency Trading #2: Market Structure & Instruments;50;1732;11;8.5;Tous;60;2015-11-19 13:22
791574;Succeed in Futures Even if You Don't Know Where to Start;0;3014;19;8;Senior;540;2017-01-03 00:58
788796;The Cost of Capital: The Key To Attract Venture Capitalists;50;635;4;6.9;Tous;240;2016-03-22 16:47
577198;Asset Protection Using Offshore Companies;20;480;3;7.8;Tous;120;2015-08-12 13:28
371574;Cost Accounting Basics (Professional Course Level);20;1777;11;6.7;Junior;330;2014-12-16 20:11
619716;Easy Market Profits: 3 Step Stock Investing Strategy;20;486;3;7.2;Intermediaire;120;2015-09-23 14:07
587232;Simple Linear Regression Analysis ( A Complete Course );200;811;5;8.1;Intermediaire;300;2015-08-27 15:42
1198166;Top 10 Trading Ideas in the Equities Market;20;661;4;7.1;Tous;1380;2017-05-02 17:59
569436;How to Become an Accountant from scratch!;40;1169;7;7.5;Intermediaire;450;2015-08-20 16:24
742602;Financial Management Risk and Return For Securities;30;3607;21;6.3;Tous;60;2016-02-03 13:04
373716;Forex Basics (Professional Course Level);20;6050;34;6.3;Tous;750;2014-12-19 03:49
145220;1. Principles of Simple Interest ;20;1074;6;6;Tous;180;2014-01-13 15:43
1105216;Bank Financial Management A Comprehensive Study;50;1081;6;7.4;Junior;60;2017-02-09 19:51
83736;Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping;20;1294;7;8.1;Junior;510;2013-08-27 23:28
692268;Learn Business Finance: Win more work as a Business Coach ;20;741;4;5.7;Junior;480;2016-01-03 17:45
791422;Succeed in Bonds Even if You Don't Know Where to Start;200;1113;6;7.8;Tous;210;2017-02-02 23:34
1076920;Stock Market investment: Practical Accounting;125;1120;6;6.9;Junior;1230;2017-01-23 12:04
867682;How to start a successful career in finance?;0;1318;7;7.3;Junior;90;2016-08-24 14:29
255170;Bitcoin - The Complete Guide;20;2281;12;6.8;Tous;360;2014-07-03 20:45
507778;How to become a successful day trader;95;1150;6;6.7;Junior;120;2015-05-25 19:32
123242;Surviving Introduction to Finance;0;1362;7;6;Junior;30;2014-02-05 22:58
779678;Finding an Unlimited Amount of Investors;80;1187;6;6.8;Tous;180;2016-03-03 17:25
109622;Finance - Ratios Analysis & Interpretations;30;10338;52;7.6;Tous;90;2013-10-23 14:34
854764;Indian Contract Act 1872: Must for all Finance Professionals;20;605;3;6;Tous;150;2016-05-20 13:19
707688;Learn How to Start Small and Make It Big In Small-Cap Stocks;50;2635;13;7.3;Junior;90;2016-02-08 11:30
812616;Save on Your Taxes;20;2437;12;7;Tous;210;2016-11-16 12:38
229360;Level 1 2014 CFA® Program – Corporate Finance;40;204;1;7.7;Tous;570;2014-06-21 01:43
47504;Use Crowdfunding Effectively With Indiegogo and Kickstarter;0;6533;32;8.2;Junior;180;2013-06-25 11:22
158140;9. Sinking Funds;20;205;1;7.5;Intermediaire;60;2014-02-11 13:08
54677;Revealed: Profitable Principles of Successful Traders ;25;1046;5;6.9;Intermediaire;120;2013-05-18 21:51
388164;Basics of Economics (College Level);25;2516;12;7.5;Tous;90;2015-01-08 08:55
298044;Accounting for everyone! ;35;420;2;6.7;Tous;60;2014-11-18 19:34
304424;Numbers for the  Business Plan;20;210;1;8;Junior;90;2014-09-22 01:12
757508;Financial Accounting, its Cycle, Statements & Analysis;20;853;4;7.8;Junior;90;2016-03-08 11:40
112296;Mergers and Acquisitions M&A Essentials You Need to Know;95;4103;19;7.3;Intermediaire;330;2013-11-13 06:08
192576;Certificate Program In Management Accounting;50;1532;7;4.9;Junior;90;2014-04-24 05:48
1210588;Beginner to Pro - Financial Analysis in Excel 2017;95;2451;11;7.2;Tous;1650;2017-05-30 16:07
606928;7 Deadly Mistakes of Investing that Will Slash Your Profits!;50;5354;24;6.8;Tous;300;2015-09-21 14:10
172298;8. Amortization Schedules;20;225;1;7.7;Tous;300;2014-03-19 14:30
1187758;Options Trading Essentials: The ULTIMATE Guides;0;1352;6;6.4;Tous;690;2017-04-24 17:59
256094;Financial Management - Ratio Analysis;20;2046;9;6.9;Intermediaire;840;2014-07-05 11:25
600206;Business Accounting Made Easy;50;1168;5;5.9;Tous;150;2015-09-05 01:15
422918;Essentials of Finance and Investment in 2 hours;20;1403;6;4.7;Intermediaire;240;2015-06-01 17:48
155616;4. Ordinary Simple Annuities: The Basics;20;237;1;5.5;Tous;240;2014-01-31 17:27
412856;Stock Market Option Trading: How Sell Options For Premium;200;1909;8;5;Senior;750;2015-02-08 15:06
398798;Forex: Learn to Trade Forex and FX Consistently;50;956;4;6.3;Tous;210;2015-01-19 23:28
214046;Option Trading for Rookies: The Covered Call Option Strategy;95;6092;25;6.6;Junior;150;2016-11-03 01:22
415802;Accounting Standards Basics (Professional Course Level);20;2222;9;6.8;Tous;780;2015-02-07 10:06
1217064;How To Invest With Tiny Capital In Stocks ?;20;1239;5;6.2;Tous;60;2017-05-23 12:07
874284;"Weekly Forex Analysis by Baraq FX""""""";0;3035;12;6.7;Tous;780;2016-06-20 17:02
385686;Basics of Business Statistics (College Level);20;2293;9;6.4;Tous;180;2015-01-06 08:05
998872;The Actuarial Profession: Basic Sciences and Principles;25;1531;6;4.7;Tous;450;2016-11-20 15:47
326948;Working Capital Management for CA / CFA / CPA Exams;25;2342;9;7.8;Tous;180;2014-10-25 09:00
368916;Step by step guide to understand how business perform;20;788;3;6.4;Tous;450;2014-12-13 22:18
874312;Cashflow Management for Small Businesses: A How To Guide;25;2914;11;7.1;Tous;60;2016-06-13 10:39
1242604;Winning Forex Trading with Live Forex Trading Examples;200;809;3;6.1;Tous;450;2017-06-05 22:54
885974;Four Fundamentals of Financial Planning;30;6219;23;8;Tous;1560;2017-02-13 23:42
1045726;Stock Market investment:Non financial fundamental analysis;125;1091;4;7.3;Intermediaire;90;2016-12-20 09:36
361286;Wealth Management;30;274;1;5.7;Tous;120;2014-12-17 09:24
598266;Trading for everyone - The Independent Investor Course I;120;4133;15;5.4;Tous;210;2015-10-08 16:23
40670;Professional Trader's Mindset - Complete Forex Course;50;4702;17;6.8;Tous;1890;2013-06-07 13:07
392478;Startup Business: How To Raise Seed Capital;95;3360;12;7.3;Intermediaire;210;2015-03-15 16:29
86558;The Art Of Financial Valuation With Certificate;20;3372;12;7.2;Tous;150;2013-09-29 19:52
159388;3. Compound Interest ;20;570;2;7.4;Junior;540;2014-02-11 13:06
528784;Stock market Investing Encyclopedia: How to invest in stocks;200;3143;11;6.1;Tous;120;2015-11-10 17:55
105972;Foundation of Options Trading and Investing;20;6374;21;8;Tous;330;2013-10-16 00:41
305368;NPV and IRR Techniques for CA / CFA / CPA Exams;20;1551;5;6.8;Junior;1950;2014-09-22 10:30
343886;Accounting Standard 3 - An Analysis;25;1888;6;8.1;Tous;300;2014-11-14 02:42
221306;Accounting Is Easy (for Beginners);20;3870;12;8.3;Tous;180;2014-05-20 14:13
937150;How to Invest in Startups - Expert Reveals Winning Secrets.;0;1625;5;5.9;Tous;690;2016-08-29 10:24
